Mot	FREQ_Mean	FREQ_SD	FREQ_StResiduals	IMAGE_Mean	IMAGE_SD	IMAGE_StResiduals
pompon	3.41	1.63	1.6395	6.05	2.25	-0.0472
poney	2.70	1.44	0.7840	5.98	2.99	0.5456
pont-levis	1.68	0.90	-0.5698	4.12	5.24	2.6235
population	5.33	1.31	0.1039	4.29	2.59	-1.0378
porc	4.27	1.47	0.2253	6.61	0.52	-0.0109
porche	3.12	1.50	0.7669	5.25	3.88	0.8533
portail	2.61	1.55	1.7990	3.87	4.16	0.8596
porte	5.97	1.27	1.1024	6.75	0.38	0.2240
portée	3.75	1.48	0.2522	3.22	3.20	-0.0878
porteur	3.44	1.42	-0.0979	3.69	3.20	-0.3331
portier	2.85	1.22	-0.9863	4.93	2.82	-0.6128
portion	4.45	1.28	-1.0871	3.70	2.79	-0.7754
portrait	4.51	1.49	0.5137	5.18	2.10	-1.0769
pose	4.11	1.47	0.1760	3.11	3.28	0.0752
position	5.13	1.07	-1.7319	3.48	2.59	-0.8691
possibilité	5.05	1.26	-0.6507	2.38	1.72	-0.5395
possible	5.68	1.16	-0.2521	1.97	1.39	-0.1202
poste	4.85	1.38	-0.0370	4.04	3.84	0.3812
potage	3.32	1.37	-0.3973	5.51	2.34	-0.6074
potager	2.68	1.31	-0.1476	5.12	3.65	0.4480
poterie	2.94	0.96	-2.6152	5.38	1.93	-1.0363
potin	3.06	1.76	3.1008	2.51	2.76	0.1168
potiron	1.54	1.13	1.0577	2.63	5.20	3.4039
pou	3.19	1.41	0.0015	4.98	3.92	0.7217
pouding	4.11	1.73	2.4104	6.48	0.83	-0.1624
poudre	4.19	1.55	0.8458	5.95	1.90	-0.4339
pouf	2.66	1.59	2.0620	3.61	5.20	2.6530
poulailler	2.80	1.42	0.4950	5.73	2.53	-0.2141
poulain	2.43	1.48	1.5207	5.11	3.92	0.8046
poule	4.26	1.71	2.2710	6.87	0.17	0.4339
poulet	5.22	1.46	1.0481	6.77	0.40	0.2635
poulie	2.68	1.50	1.2862	5.45	3.53	0.5721
poulpe	1.67	0.97	-0.1924	2.83	4.71	2.3383
poumon	4.52	1.51	0.6817	6.26	0.94	-0.4801
poupon	2.53	1.38	0.5862	4.81	4.88	2.1285
pourboire	4.52	1.45	0.2047	4.98	2.31	-1.0477
pourcentage	5.33	1.21	-0.5729	4.12	4.28	1.0113
poursuite	3.78	1.24	-1.5064	3.44	2.40	-1.0154
poussée	4.00	1.44	-0.0753	3.80	3.10	-0.4856
poussette	3.00	1.13	-1.7270	6.15	0.96	-0.6368
poussin	3.45	1.36	-0.5513	6.87	0.17	0.4339
poutre	2.79	1.29	-0.4381	5.38	3.57	0.5558
pouvoir	5.25	1.32	0.0483	3.02	2.76	-0.4060
prairie	3.69	1.24	-1.4869	5.62	2.02	-0.7449
praline	2.21	1.39	1.2340	3.86	5.86	3.8566
préavis	2.66	1.09	-1.5367	2.12	2.16	0.1289
précaution	3.90	1.31	-1.0385	2.47	1.90	-0.5338
précepte	2.52	1.27	-0.1805	1.61	0.74	0.2593
précipité	3.47	1.40	-0.2655	2.97	2.62	-0.4876
précis	4.55	1.36	-0.4533	2.66	2.10	-0.6163
précision	4.37	1.23	-1.4691	2.63	2.10	-0.5829
prédicat	2.38	1.55	2.1779	2.06	2.31	0.3378
prédiction	4.18	1.24	-1.4800	2.52	2.04	-0.4970
préface	3.30	1.39	-0.2349	2.91	2.56	-0.4927
préférence	4.56	1.28	-1.0132	2.37	1.77	-0.4939
préfet	2.30	1.41	1.2112	2.36	3.50	1.1242
préjugé	4.29	1.18	-1.8303	2.36	1.90	-0.3930
prélude	2.51	1.34	0.3264	2.38	1.80	-0.4902
premier	5.68	1.35	1.0287	3.81	3.92	0.5303
prémisse	2.85	1.40	0.2802	1.94	1.30	-0.1158
prénommé	2.81	1.39	0.2558	1.80	1.04	0.0121
préoccupation	3.68	1.29	-1.1445	2.36	1.51	-0.6289
préparation	4.40	1.53	0.7706	2.68	2.19	-0.5716
préposition	3.70	1.34	-0.7967	2.47	2.56	-0.0176
présent	5.19	1.35	0.1736	2.90	2.56	-0.4834
présentation	4.84	1.37	-0.1215	3.27	2.31	-0.9908
présentoir	2.63	1.36	0.2840	3.95	3.84	0.3927
président	5.07	1.17	-1.2118	5.30	2.50	-0.6638
pressentiment	3.44	1.59	1.2764	2.36	1.64	-0.5592
pression	4.57	1.20	-1.5386	3.38	2.86	-0.5613
prestation	2.97	1.36	-0.1565	2.68	2.19	-0.5716
prestige	3.41	1.31	-0.8871	2.56	2.53	-0.1549
prétention	3.44	1.43	-0.0213	2.34	1.96	-0.3285
prétexte	3.55	1.49	0.3949	2.18	1.80	-0.2145
preuve	4.87	1.37	-0.0892	2.54	1.93	-0.6001
prévention	4.40	1.34	-0.6939	2.43	1.66	-0.6349
prière	4.25	1.37	-0.5452	4.61	3.61	0.1409
princesse	3.94	1.54	0.7218	6.22	1.39	-0.3547
principe	4.80	1.38	-0.0891	2.11	2.02	0.0374
priorité	4.76	1.29	-0.7740	2.37	1.46	-0.6677
privilège	4.19	1.34	-0.7841	2.54	2.02	-0.5414
prix	5.77	1.18	0.0608	3.94	3.13	-0.4775
probabilité	4.66	1.19	-1.5309	2.27	2.25	-0.0179
procédé	4.26	1.34	-0.7597	2.36	1.72	-0.5132
procédure	4.23	1.47	0.2102	2.47	1.51	-0.7698
procès	4.13	1.19	-1.8197	3.75	3.13	-0.4324
procession	2.98	1.51	0.9887	2.17	1.90	-0.1289
processus	4.43	1.39	-0.3103	2.43	1.56	-0.6927
procréation	2.69	1.33	-0.0201	2.98	2.69	-0.4352
procureur	3.30	1.43	0.0680	3.34	3.28	-0.0834
producteur	4.04	1.38	-0.5252	3.98	2.43	-1.1702
production	4.66	1.22	-1.3367	2.61	2.16	-0.5164
produit	5.27	1.37	0.4403	3.47	2.56	-0.8932
professeur	5.77	1.18	0.0608	5.37	2.13	-0.9021
professeure	5.49	1.31	0.3785	5.43	2.37	-0.6577
profil	4.31	1.20	-1.6938	3.77	3.84	0.4335
programmation	3.79	1.43	-0.1456	2.79	2.07	-0.7746
progrès	4.66	1.28	-0.9339	2.59	1.69	-0.8133
progression	3.73	1.37	-0.5855	2.54	1.80	-0.6898
projectile	2.84	1.33	-0.2205	4.50	3.88	0.4680
projection	4.01	1.40	-0.3794	3.31	2.34	-0.9915
promesse	4.65	1.41	-0.0032	2.79	2.25	-0.6401
promotion	4.34	1.33	-0.7966	2.94	2.07	-0.9174
pronom	4.09	1.76	2.6874	3.05	3.17	0.0005
propagande	3.34	1.33	-0.7011	2.70	2.34	-0.4729
prophète	2.94	1.24	-0.9609	4.12	2.72	-0.9198
proportion	4.20	1.23	-1.5402	3.11	2.04	-1.0803
propos	4.59	1.45	0.2558	2.19	1.96	-0.1200
proposition	4.59	1.27	-1.0591	2.33	2.02	-0.2756
propre	5.51	1.35	0.7006	3.88	3.35	-0.2191
propriétaire	4.70	1.30	-0.7603	3.73	2.59	-0.9722
propulseur	2.15	0.96	-1.3591	3.72	3.50	0.0028
protestation	3.93	1.23	-1.5845	3.48	2.82	-0.6491
protocole	3.36	1.66	1.9356	2.72	2.40	-0.4427
prototype	2.71	1.45	0.8476	2.73	2.19	-0.6251
proverbe	3.84	1.58	1.0607	2.70	2.10	-0.6598
province	5.33	1.23	-0.4418	4.38	3.39	-0.1904
provision	3.58	1.25	-1.3835	3.26	2.66	-0.6806
proximité	3.54	1.38	-0.4486	3.16	2.89	-0.3825
prude	1.95	1.10	-0.1524	1.74	1.06	0.1247
prudence	4.12	1.19	-1.8220	2.76	2.40	-0.4844
prune	3.02	1.57	1.4424	6.48	1.14	-0.0522
pruneau	2.98	1.47	0.6686	6.12	1.72	-0.3230
prunier	2.18	1.25	0.3012	5.65	2.43	-0.3854
puberté	4.27	1.45	0.0685	4.02	2.50	-1.1206
publication	4.13	1.20	-1.7555	3.26	2.02	-1.2086
pudeur	2.69	1.24	-0.6413	2.40	1.74	-0.5494
puissance	4.54	1.26	-1.1641	3.06	2.04	-1.0407
puits	2.95	1.49	0.8607	5.56	2.72	-0.2169
pull-over	2.33	1.64	3.0394	5.20	3.80	0.7086
pulsion	3.54	1.47	0.2403	3.04	2.56	-0.6060
punition	4.65	1.27	-1.0108	3.54	2.53	-0.9558
pupille	3.94	1.53	0.6393	6.49	0.59	-0.2045
pupitre	4.55	1.56	1.1151	6.62	0.56	0.0154
purée	3.50	1.41	-0.2052	5.79	1.56	-0.8412
purgatoire	2.09	0.98	-1.1301	3.11	4.00	1.0042
pus	2.98	1.50	0.9079	4.52	4.16	0.8712
puzzle	3.50	1.58	1.1599	6.36	1.17	-0.2403
pylône	1.91	1.10	-0.0604	4.08	5.06	2.2954
pyramide	3.51	1.40	-0.2855	6.83	0.14	0.3541
python	2.15	0.99	-1.2020	5.30	4.28	1.4755
quadrupède	1.90	1.12	0.0822	4.16	3.88	0.4285
qualification	4.19	1.35	-0.7119	2.45	2.28	-0.2316
qualité	5.20	1.03	-1.8571	2.73	2.02	-0.7542
quantité	5.15	1.25	-0.5823	3.08	2.34	-0.8278
querelle	2.78	1.12	-1.5252	3.81	2.69	-0.9047
question	6.18	0.96	-0.2325	3.59	2.99	-0.5252
quille	3.34	1.46	0.2730	6.59	0.85	0.0326
quota	3.12	1.45	0.3707	2.38	2.62	0.1559
rabâchage	1.76	1.15	0.6032	1.46	0.67	0.5309
rabais	4.64	1.39	-0.1619	3.68	2.86	-0.7015
rabot	1.64	1.12	0.7281	2.66	5.11	3.2054
rachat	1.98	1.25	0.7265	2.08	2.16	0.1893
racine	4.13	1.47	0.1805	6.19	1.12	-0.5185
raclée	2.47	1.15	-0.8781	3.22	3.57	0.3521
radeau	2.20	1.16	-0.3213	5.40	4.54	1.9536
radio	5.63	1.18	-0.2263	6.19	2.34	0.2254
radioguidage	1.42	0.80	-0.3144	1.95	1.74	0.1055
rafale	2.48	1.10	-1.1969	3.83	3.39	-0.1640
ragoût	3.37	1.22	-1.4740	5.80	2.79	0.1119
raid	2.26	1.28	0.3478	2.72	3.80	1.0896
raideur	2.87	1.25	-0.8118	3.62	2.31	-1.1760
raie	2.33	1.16	-0.5700	3.91	5.43	2.9952
rail	2.80	1.38	0.1943	5.77	2.53	-0.1680
raisin	4.43	1.58	1.2052	6.88	0.10	0.4505
raison	5.59	1.17	-0.3673	2.30	1.49	-0.5614
rallye	2.29	1.46	1.6153	3.43	4.75	1.9556
rame	3.19	1.43	0.1540	6.26	2.34	0.3303
rameau	2.59	1.43	0.8691	5.48	2.72	-0.2956
rançon	2.59	1.28	-0.2226	3.30	2.76	-0.6124
rancune	3.06	1.31	-0.6093	2.44	1.96	-0.4584
randonnée	3.66	1.23	-1.5447	4.26	2.40	-1.2071
rappel	4.73	1.47	0.5317	2.81	2.46	-0.4814
rapport	5.01	1.20	-1.0982	3.33	2.76	-0.6311
rapt	1.19	0.52	-0.6122	1.56	1.77	0.8090
rareté	3.43	1.36	-0.5402	2.45	1.54	-0.7315
rasage	3.91	1.45	-0.0010	4.70	2.99	-0.5460
rasoir	4.75	1.35	-0.3582	6.43	1.04	-0.1758
rat	3.95	1.59	1.1423	6.80	0.44	0.3264
râteau	3.09	1.45	0.3990	6.47	0.61	-0.2349
ration	2.66	1.27	-0.3959	2.76	2.53	-0.3752
raton	2.69	1.31	-0.1619	5.47	4.41	1.8179
ravage	3.06	1.36	-0.2508	3.13	2.59	-0.6481
ravin	2.26	1.06	-1.0347	4.95	2.69	-0.7307
rayon	4.15	1.28	-1.2177	5.21	2.04	-1.0966
rayure	3.09	1.48	0.6351	4.87	2.56	-0.8938
réaction	4.76	1.33	-0.4925	3.12	2.59	-0.6405
réalisation	4.33	1.41	-0.2126	2.50	1.59	-0.7658
réalisme	3.77	1.30	-1.0954	2.20	1.17	-0.5721
réalité	5.23	1.22	-0.6643	2.47	1.85	-0.5701
rébellion	3.13	1.38	-0.1705	3.31	1.93	-1.2996
rebond	3.00	1.32	-0.4769	3.54	2.76	-0.7437
recel	1.76	0.84	-1.0536	1.45	0.72	0.5630
réception	4.22	1.36	-0.6293	3.87	3.20	-0.3843
recette	4.81	1.41	0.1459	4.87	2.99	-0.4698
recherche	5.27	1.29	-0.1311	3.26	2.19	-1.0795
récipient	3.72	1.37	-0.5833	4.26	2.99	-0.6452
réciprocité	3.00	1.41	0.1830	2.26	1.88	-0.2756
récit	3.68	1.24	-1.4842	3.52	2.50	-0.9745
réclamation	3.68	1.24	-1.4842	2.51	1.77	-0.6706
récolte	3.61	1.25	-1.3949	4.28	2.66	-0.9786
recommandation	4.29	1.40	-0.3060	2.30	1.80	-0.3834
récompense	4.47	1.28	-1.0747	3.37	2.16	-1.1707
reconnaissance	4.11	1.48	0.2552	2.19	1.23	-0.5299
recourbure	1.90	1.14	0.2035	2.83	2.62	-0.3579
recours	3.65	1.37	-0.5640	2.15	1.77	-0.1874
recrue	3.08	1.36	-0.2705	3.33	3.06	-0.3161
recrutement	3.63	1.46	0.1265	2.94	2.40	-0.6578
recteur	2.93	1.36	-0.1116	3.02	4.16	1.3094
reçu	5.29	1.36	0.3984	3.83	3.42	-0.1197
recul	3.84	1.39	-0.4548	3.37	2.66	-0.7492
rédaction	4.05	1.44	-0.0694	3.61	3.03	-0.4967
réduit	4.16	1.37	-0.5745	2.68	2.28	-0.5009
référence	4.41	1.32	-0.8312	2.59	2.34	-0.3505
reflet	4.09	1.34	-0.8092	4.12	2.76	-0.8878
réflexe	4.69	1.26	-1.0442	3.65	2.79	-0.7574
réflexion	4.74	1.28	-0.8621	2.75	2.46	-0.4205
réforme	3.36	1.35	-0.5703	2.73	2.13	-0.6699
refrain	4.07	1.48	0.2475	3.68	3.24	-0.2887
réfrigérateur	5.18	1.41	0.6037	6.84	0.16	0.3747
refuge	3.58	1.19	-1.7767	3.97	3.35	-0.2353
refus	4.09	1.27	-1.2998	2.72	1.85	-0.8574
régal	3.26	1.57	1.2256	2.97	2.53	-0.5751
régiment	2.83	1.21	-1.0265	3.40	2.56	-0.8556
région	5.15	1.20	-0.9112	3.65	2.31	-1.1877
registre	3.38	1.25	-1.2813	3.40	2.56	-0.8556
réglage	3.04	1.33	-0.4474	2.58	2.16	-0.4819
règlement	5.20	0.91	-2.4823	2.91	3.13	0.0826
réglementation	3.88	1.38	-0.5321	2.59	1.59	-0.8725
règles	5.48	1.07	-1.1736	3.87	3.96	0.5710
regret	4.16	1.37	-0.5745	2.52	2.31	-0.2931
rejet	3.97	1.14	-2.1561	3.01	1.85	-1.1335
relais	3.33	1.41	-0.1056	3.55	3.13	-0.3564
relativité	3.39	1.45	0.1627	1.88	0.81	-0.1991
relaxation	4.58	1.14	-1.9081	3.45	1.99	-1.3416
relevé	4.05	1.32	-0.9588	3.20	2.82	-0.4795
relève	3.62	1.39	-0.4058	2.58	2.10	-0.5258
relief	3.33	1.61	1.5165	4.08	2.62	-1.0103
religion	4.59	1.35	-0.4962	3.57	3.20	-0.2858
reliure	2.36	1.18	-0.4989	4.33	3.88	0.4377
remboîtage	1.85	1.00	-0.4829	2.80	2.72	-0.2357
remerciement	4.16	1.43	-0.1233	2.90	2.66	-0.3943
remise	3.97	1.44	-0.0774	4.34	4.28	1.0208
remords	3.49	1.34	-0.7172	2.47	1.54	-0.7565
remorqueur	2.69	1.33	-0.0201	4.94	2.92	-0.5041
remoulage	1.98	0.94	-1.0967	2.36	2.13	-0.2312
remous	2.21	1.15	-0.4031	2.81	3.13	0.1782
rempart	2.04	1.04	-0.6974	2.94	4.49	1.8870
remplacement	4.36	1.36	-0.5700	2.86	2.46	-0.5301
rémunération	3.64	1.45	0.0450	3.00	2.69	-0.4525
renaissance	3.27	1.42	0.0135	2.95	2.46	-0.6131
renard	3.37	1.52	0.7335	6.91	0.08	0.5093
rencontre	5.15	1.26	-0.5149	3.40	1.96	-1.3340
rendement	4.10	1.22	-1.6322	2.51	1.80	-0.6538
renfort	3.16	1.55	1.1403	2.97	2.62	-0.4876
renne	2.36	0.97	-1.7115	5.06	5.29	2.9962
renom	2.19	1.44	1.6537	1.87	1.49	0.0927
renseignement	4.81	1.08	-2.0609	2.83	2.07	-0.8143
rentrée	4.61	1.49	0.5872	3.30	2.79	-0.5798
renvoi	3.52	1.49	0.4083	2.33	1.46	-0.6146
réparation	4.56	1.34	-0.5910	3.11	2.40	-0.7998
répartition	3.61	1.40	-0.3274	2.84	1.54	-1.1655
repas	5.82	1.02	-0.7765	5.38	1.96	-1.0172
répertoire	3.77	1.48	0.2484	3.27	2.82	-0.5273
répéteur	2.45	1.43	1.0958	2.69	2.56	-0.2728
répétition	4.50	1.34	-0.6330	3.01	2.53	-0.6096
répit	3.00	1.49	0.8060	2.38	2.37	-0.0669
repli	3.12	1.51	0.8477	3.78	3.10	-0.4800
réplique	3.86	1.27	-1.3137	2.94	2.56	-0.5199
reporter	3.76	1.38	-0.5178	3.72	3.61	0.1446
repos	5.11	1.51	1.2892	3.90	2.46	-1.1297
représentant	4.26	1.36	-0.6147	3.58	2.82	-0.6958
reprise	4.26	1.36	-0.6147	2.55	1.54	-0.8534
reproche	4.09	1.17	-1.9551	2.48	1.51	-0.7821
république	3.40	1.19	-1.6868	2.59	1.93	-0.6586
réputation	4.73	1.24	-1.1422	2.53	2.28	-0.3296
requête	3.38	1.26	-1.2139	2.51	1.64	-0.7490
requin	3.55	1.44	0.0015	6.83	0.16	0.3553
réseau	4.39	1.34	-0.6993	3.37	1.80	-1.4257
réservation	4.65	1.40	-0.0786	2.83	2.19	-0.7265
réserve	4.46	1.09	-2.2903	3.36	2.53	-0.8612
réservoir	3.56	1.34	-0.7494	5.25	2.40	-0.7852
résidence	5.04	1.37	0.1133	4.50	2.72	-0.8812
résine	2.74	1.58	1.8639	4.24	3.76	0.2721
résolution	4.29	1.37	-0.5292	2.54	1.61	-0.7997
respiration	4.87	1.27	-0.7982	4.09	2.56	-1.0698
ressemblance	4.19	1.31	-0.9976	3.02	1.77	-1.1934
ressort	3.22	1.37	-0.3220	5.13	3.88	0.7641
ressource	4.63	1.45	0.2875	3.04	2.31	-0.8204
restaurant	5.80	1.03	-0.7650	6.28	0.83	-0.4847
restauration	3.59	1.61	1.3776	3.47	1.85	-1.4457
reste	5.54	1.08	-1.0059	2.79	2.25	-0.6401
résumé	5.13	1.28	-0.4065	3.43	3.03	-0.4113
retard	5.11	1.21	-0.9023	2.95	1.99	-0.9876
rétention	3.00	1.51	0.9672	2.59	1.82	-0.7312
retentissement	2.04	0.99	-0.9700	2.18	1.77	-0.2313
retenue	4.01	1.16	-2.0294	2.87	2.22	-0.7419
rétine	3.16	1.55	1.1403	5.34	2.92	-0.2213
retour	4.95	1.31	-0.4299	2.91	2.07	-0.8902
retrait	4.16	1.33	-0.8645	3.05	2.69	-0.4942
rétroprojecteur	3.58	1.54	0.7894	5.76	2.92	0.2012
rets	1.49	0.95	0.1912	1.37	0.76	0.7330
revanche	3.88	1.28	-1.2464	2.38	2.04	-0.3214
réveil	5.34	1.36	0.4787	4.12	3.03	-0.6104
révélation	3.41	1.27	-1.1643	2.61	1.96	-0.6624
réverbère	1.87	1.24	0.9133	3.36	6.05	4.4710
révérence	2.41	1.26	-0.0634	3.04	2.82	-0.3569
rêverie	3.26	1.38	-0.2797	3.43	2.46	-0.9564
révision	4.75	1.31	-0.6439	2.83	1.82	-0.9869
révolte	3.83	1.44	-0.0738	3.37	2.86	-0.5555
révolution	4.13	1.36	-0.6555	3.05	2.19	-0.9239
revolver	2.72	1.39	0.3760	6.09	2.37	0.1073
revue	4.88	1.33	-0.3683	5.56	2.92	-0.0161
rhinocéros	2.38	1.11	-0.9653	6.72	0.42	0.1733
ride	3.95	1.69	2.0232	5.31	2.37	-0.7627
rideau	5.20	1.34	0.1160	6.59	0.55	-0.0408
rien	6.22	1.10	0.6471	2.57	2.50	-0.1947
rigole	3.05	1.51	0.9154	2.98	3.17	0.0595
rigueur	3.15	1.45	0.3435	2.23	1.96	-0.1772
rires	4.98	1.48	0.8799	4.51	2.92	-0.6780
risée	2.07	1.18	0.0726	2.12	1.96	-0.0171
rituel	3.09	1.40	0.0164	3.52	2.76	-0.7344
rival	3.22	1.34	-0.5403	3.09	2.19	-0.9560
rivalité	3.30	1.30	-0.8851	2.88	2.10	-0.8410
rizière	1.35	0.73	-0.3971	2.72	4.20	1.6543
robinet	4.45	1.66	1.9132	6.62	0.58	0.0184
robot	3.98	1.41	-0.3064	6.73	0.25	0.1715
roche	4.84	1.36	-0.1948	6.35	1.14	-0.2650
rocher	3.69	1.44	-0.0475	5.87	2.02	-0.4579
rôle	4.94	1.35	-0.1560	3.09	2.76	-0.4629
romancier	2.83	1.42	0.4567	3.59	3.06	-0.4509
romanichel	1.24	0.60	-0.5278	1.53	1.19	0.5635
romantisme	3.59	1.63	1.5517	3.16	2.28	-0.9387
rondelle	3.52	1.24	-1.4246	6.01	1.49	-0.6037
rondin	2.07	1.42	1.7484	2.76	3.17	0.2682
roquette	2.06	1.41	1.6938	2.08	3.50	1.5225
rose	5.05	1.40	0.3494	6.91	0.08	0.5093
rosée	3.29	1.40	-0.1528	5.02	2.02	-1.2479
rosette	2.78	1.48	0.9885	5.09	3.50	0.2370
rossignol	2.59	1.21	-0.6907	5.65	3.65	0.9174
rotule	2.64	1.43	0.7937	4.73	5.20	2.6525
roue	5.14	1.43	0.6991	6.60	0.59	-0.0140
rouet	1.78	0.80	-1.2794	3.87	5.34	2.8272
rougeur	3.73	1.35	-0.7316	5.26	2.16	-0.9717
rouleau	4.13	1.48	0.2597	5.86	2.02	-0.4703
roulement	3.27	1.33	-0.6512	3.70	2.86	-0.7085
roulotte	3.29	1.64	1.8066	6.32	1.23	-0.2758
route	5.15	1.57	1.8412	6.19	0.83	-0.6202
royaume	3.23	1.57	1.2491	5.25	2.13	-1.0018
ruade	1.53	0.95	0.0798	2.15	2.37	0.2528
ruban	3.77	1.44	-0.0653	6.22	1.08	-0.4903
rubis	2.47	1.08	-1.2973	5.40	3.42	0.3891
rubrique	2.75	1.32	-0.1746	3.27	3.24	-0.0807
ruche	2.28	1.07	-1.0156	5.70	3.42	0.6909
rudesse	2.83	1.51	1.1649	3.05	2.76	-0.4308
ruelle	3.13	1.41	0.0543	5.61	2.22	-0.6033
ruisseau	3.59	1.52	0.6211	6.30	0.96	-0.4120
rumeur	4.70	1.32	-0.6196	2.61	2.46	-0.2683
rupture	3.53	1.37	-0.5180	3.58	3.06	-0.4466
rythme	4.33	1.37	-0.5113	3.01	2.34	-0.7704
sable	4.19	1.45	0.0401	6.57	0.53	-0.0788
sablier	2.81	1.30	-0.3944	6.16	1.56	-0.3544
sabotage	2.87	1.19	-1.2050	2.98	2.56	-0.5552
sac	5.70	1.45	1.8214	6.28	1.17	-0.3657
sachet	3.59	1.25	-1.3874	5.29	2.16	-0.9476
sacoche	4.51	1.79	3.1563	6.44	1.17	-0.1102
sacrifice	4.13	1.34	-0.8005	2.97	2.46	-0.6308
sadisme	2.24	1.17	-0.3373	2.51	2.19	-0.3763
sagesse	3.92	1.29	-1.1785	2.75	1.90	-0.8525
saisie	3.23	1.33	-0.6201	2.78	2.37	-0.5309
saison	5.09	1.26	-0.5978	4.31	2.72	-0.9137
saisonnier	3.48	1.45	0.1120	3.06	2.40	-0.7602
salarié	3.29	1.72	2.5285	3.15	2.59	-0.6631
salière	3.61	1.64	1.6320	5.75	2.82	0.0865
salive	4.38	1.49	0.4353	5.84	2.34	-0.2454
salon	5.73	1.22	0.2343	5.98	1.82	-0.4485
salut	5.95	1.19	0.5269	3.86	3.96	0.5732
salutation	3.27	1.41	-0.0625	3.72	2.99	-0.5741
sanction	3.08	1.57	1.3820	2.57	1.82	-0.7080
sanctuaire	2.49	1.41	0.8762	3.84	3.03	-0.5714
sandwich	5.75	0.98	-1.1418	6.63	0.42	0.0089
sang	5.09	1.32	-0.1820	6.62	0.44	-0.0070
sanglier	2.61	1.22	-0.6559	5.97	2.28	-0.1305
sanglot	2.97	1.22	-1.1265	4.65	2.40	-1.1262
sapin	4.02	1.55	0.8100	6.80	0.27	0.3058
sapinière	2.05	1.12	-0.2550	4.44	4.67	1.6378
sardine	2.69	1.36	0.1966	6.38	0.58	-0.3893
satellite	4.08	1.43	-0.1415	6.18	1.10	-0.5414
satire	2.34	1.16	-0.5883	2.36	2.13	-0.2312
saucisse	4.51	1.44	0.1203	6.78	0.28	0.2686
saucisson	3.16	1.45	0.3346	6.04	2.43	0.0908
saule	2.52	1.52	1.6926	4.79	5.24	2.7624
saumon	4.27	1.62	1.4701	6.66	0.45	0.0671
sauterelle	2.97	1.43	0.3680	6.83	0.19	0.3574
sauvage	3.97	1.52	0.5585	3.59	2.46	-1.0335
savane	2.31	1.21	-0.2148	4.11	3.76	0.2717
saveur	4.48	1.39	-0.2796	3.01	2.40	-0.7188
sbire	1.07	0.26	-0.7701	1.39	1.06	0.7898
scalp	1.80	0.96	-0.5724	4.41	5.81	3.7429
scalpel	2.32	1.13	-0.7361	5.75	3.92	1.3924
scandale	4.04	1.31	-1.0309	2.92	2.19	-0.8115
scaphandrier	1.30	0.54	-0.8952	3.48	6.92	6.3846
scarabée	1.97	1.08	-0.3148	4.98	5.15	2.6942
sceau	3.04	1.45	0.4485	5.86	1.74	-0.6519
scellage	2.31	1.06	-1.1292	2.65	2.79	-0.0130
scénario	3.81	1.33	-0.8897	3.52	2.46	-1.0021
schéma	4.16	1.30	-1.0764	3.91	2.96	-0.6596
scie	3.38	1.53	0.8091	6.53	0.56	-0.1425
science	5.36	1.31	0.1531	3.27	3.28	-0.0392
scientifique	4.76	1.27	-0.9115	4.13	2.99	-0.6476
scission	1.85	1.00	-0.4829	2.16	2.69	0.5220
scorpion	3.16	1.54	1.0573	6.50	1.39	0.0924
scoutisme	1.91	0.95	-0.8862	3.50	4.08	0.8726
scrupule	2.76	1.21	-0.9354	2.39	2.07	-0.3135
scrutin	2.66	1.40	0.5363	3.62	4.28	1.1209
sculpture	3.88	1.53	0.6402	5.61	2.37	-0.4806
sécateur	1.85	1.21	0.7635	3.23	6.00	4.4496
séchage	3.76	1.43	-0.1405	3.93	3.06	-0.5527
sécheresse	3.51	1.17	-1.8729	4.45	2.66	-0.9545
sécheuse	4.87	1.53	1.1569	6.39	1.12	-0.2093
séchoir	4.61	1.38	-0.2606	6.48	0.83	-0.1624
secours	3.95	1.40	-0.3834	3.47	2.50	-0.9499
secousse	3.54	1.51	0.5604	3.29	3.06	-0.2910
secret	5.36	1.14	-0.9654	3.05	2.59	-0.5851
secrétaire	4.80	1.45	0.4429	5.33	2.43	-0.6934
secrétariat	4.27	1.57	1.0417	4.81	2.07	-1.3206
section	4.59	1.35	-0.4962	3.25	2.76	-0.5797
séducteur	3.38	1.36	-0.5103	3.65	2.04	-1.3917
séduction	4.22	1.30	-1.0579	3.26	1.61	-1.4669
seigneur	3.87	1.68	1.9338	4.18	4.45	1.2681
sein	4.88	1.60	1.7563	6.33	1.44	-0.1621
séjour	3.91	1.32	-0.9681	3.04	2.31	-0.8204
sel	5.52	1.48	1.7070	6.42	0.77	-0.2773
sélection	4.60	1.32	-0.7035	2.65	2.10	-0.6052
selle	2.65	1.21	-0.7809	5.66	3.20	0.3916
sellier	2.09	1.26	0.5543	3.19	4.80	2.1798
semelle	3.55	1.38	-0.4529	5.83	1.42	-0.8703
semence	2.68	1.34	0.0659	4.27	3.06	-0.5702
séminaire	3.46	1.38	-0.4096	3.68	3.13	-0.4091
semonce	1.75	1.20	0.9437	1.60	1.32	0.4900
sénat	3.47	1.60	1.3458	3.98	2.86	-0.7760
sénateur	3.81	1.60	1.2349	4.48	2.92	-0.6851
sens	5.08	1.53	1.4119	2.86	1.90	-0.9620
sensibilité	4.13	1.31	-1.0140	2.48	1.49	-0.7951
