word,freqlivres,freqfilms,ratio,zipf_livres,zipf_films,cgrams,tier
triturant,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
trobriandais,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trochaïque,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
trolle,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trope,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trottin,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
troufignard,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
troussequin,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
truitelle,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trustee,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trypanosome,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trâlée,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trémois,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
trémulant,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
trémuler,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
trépané,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
tréponème,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
tubéreux,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
tumultuaire,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
tuméfier,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
tuque,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
turelure,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
turgotine,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
turlupinade,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
turluter,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
tuyauté,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
twister,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
typhique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
typographier,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
tyrannicide,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
tzarevitch,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
télémark,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
téléphonage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
ténébrionidé,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
tétanisation,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
tétaniser,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
tétradrachme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
tétragramme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
tétramère,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
ubique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
ultrafin,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
ultragauche,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
ultramontain,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
ultraperformant,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
unanimisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
uniate,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
uniformiser,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
urane,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
uranisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
urographie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
uroscopie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
ursuline,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
urubu,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
usinier,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
utilitarisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
uxorilocal,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vaccinant,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
valencien,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
valleuse,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vallonner,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
vanterie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
varapper,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
varappeur,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
variorum,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vasière,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vastité,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vater,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vaticanesque,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vaticination,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vautre,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
veinule,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vellave,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
velouter,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
velouteux,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vendômois,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
verbaliste,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
verdelet,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
verdier,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vermiculaire,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vernier,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vernisser,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
verrier,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
versificateur,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
versifier,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
vesprée,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vespéral,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vestalat,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
viandard,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vichysme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vicier,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
vicinalité,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
victimaire,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vidame,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vigousse,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vilipendé,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vinylique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
viocque,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
violacer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
vipéreau,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
virevolte,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
virolet,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vitaminer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
vitrauphanie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vitriolique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vitrophanie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vocalique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
voiturin,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
volapük,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
voltaire,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
voltigement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vomique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vouvray,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
voyoutisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vraquier,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vrillement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vulcanisation,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vulcanologue,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vulnérant,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vulpin,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
vélique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vérace,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vériste,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
vétyver,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
wassingue,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
westphalien,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
whipcord,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
wisigothique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
xiphidion,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
yachtwoman,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zanimaux,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zemstvo,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zingage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zinzolin,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
zonal,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
zorille,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zygoma,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zélateur,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zénana,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
zézayer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
âcreté,0.9500,0.1100,8.0000,2.9777,2.0414,NOM,intermediaire
ânonnement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
çruti,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
ébarbage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
ébarber,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
ébaubi,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
ébouser,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
ébouzer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
ébranchement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
ébranché,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
ébréchure,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écailleur,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écaillure,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écale,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écaler,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
échauder,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
échauguette,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écheveler,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
échevellement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
échotier,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
échouement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
éclatage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écoinçon,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
économisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écornifler,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
écourté,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
écrasage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écrasure,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écrivailler,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
écrouelles,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
écrêter,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
écuellée,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
éculer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
édilitaire,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
éduen,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
égalitarisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
égipan,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
églantier,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
égouttis,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
égrainer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
électrisation,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
électrodynamique,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
élucubration,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
élyséen,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
élémentarité,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
émerillonné,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
émersion,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
émilien,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
émirat,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
émollient,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
émoussement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
éonisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épastrouillant,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
épatement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épaulière,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épeautre,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épectase,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épeichette,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épeire,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épervière,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épeurer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
éphébie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épierrer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
épiphane,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
épiphylle,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épiphénomène,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épiploon,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épistémologique,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
épithalame,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épitomé,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
éployer,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
épongeage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
éponyme,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
épousable,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
époussetage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
épulie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
équerrage,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
équilibrisme,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
équin,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
équivaloir,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
éroder,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
étagé,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
étancher,1.3500,0.1600,8.0000,3.1303,2.2041,VER,intermediaire
éteule,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étier,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étiolement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étisie,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étrangéité,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étrivière,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étrécir,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
étrécissement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étrésillon,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
étuver,0.0700,0.0000,8.0000,1.8451,0.0000,VER,expert
évasement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
éveillant,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
éventrement,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
évergète,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
éversé,0.0700,0.0000,8.0000,1.8451,0.0000,ADJ,expert
îlette,0.0700,0.0000,8.0000,1.8451,0.0000,NOM,expert
affranchissement,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
appontement,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
cabotinage,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
circonvenir,0.4700,0.0500,8.0000,2.6721,1.6990,VER,intermediaire
cubiste,0.4700,0.0500,8.0000,2.6721,1.6990,"ADJ, NOM",intermediaire
encrier,3.5100,0.4300,8.0000,3.5453,2.6335,NOM,intermediaire
enturbanné,0.4700,0.0500,8.0000,2.6721,1.6990,ADJ,intermediaire
fifty,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
filandreux,0.4700,0.0500,8.0000,2.6721,1.6990,ADJ,intermediaire
gargouiller,0.4700,0.0500,8.0000,2.6721,1.6990,VER,intermediaire
hommasse,0.4700,0.0500,8.0000,2.6721,1.6990,ADJ,intermediaire
intangible,0.4700,0.0500,8.0000,2.6721,1.6990,ADJ,intermediaire
moïse,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
musaraigne,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
mésalliance,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
nervi,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
préséance,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
pullman,0.4700,0.0500,8.0000,2.6721,1.6990,NOM,intermediaire
répudier,0.4700,0.0500,8.0000,2.6721,1.6990,VER,intermediaire
structuré,0.4700,0.0500,8.0000,2.6721,1.6990,ADJ,intermediaire
transpirant,0.4700,0.0500,8.0000,2.6721,1.6990,ADJ,intermediaire
émietter,0.4700,0.0500,8.0000,2.6721,1.6990,VER,intermediaire
émousser,0.4700,0.0500,8.0000,2.6721,1.6990,VER,intermediaire
épargnant,0.4700,0.0500,8.0000,2.6721,1.6990,"ADJ, NOM",intermediaire
pâlir,4.3900,0.5400,8.0000,3.6425,2.7324,VER,intermediaire
rigueur,37.7700,4.7200,7.9873,4.5771,3.6739,NOM,debutant
prolongé,2.7000,0.3300,7.9706,3.4314,2.5185,ADJ,intermediaire
litanie,4.5300,0.5600,7.9649,3.6561,2.7482,NOM,intermediaire
aboutissement,4.0500,0.5000,7.9608,3.6075,2.6990,NOM,intermediaire
scepticisme,5.0000,0.6200,7.9524,3.6990,2.7924,NOM,intermediaire
chausser,1.4200,0.1700,7.9444,3.1523,2.2304,VER,intermediaire
hussard,1.4200,0.1700,7.9444,3.1523,2.2304,NOM,intermediaire
laboureur,1.4200,0.1700,7.9444,3.1523,2.2304,NOM,intermediaire
ornière,1.4200,0.1700,7.9444,3.1523,2.2304,NOM,intermediaire
béant,2.7700,0.3400,7.9429,3.4425,2.5315,ADJ,intermediaire
cafetier,2.7700,0.3400,7.9429,3.4425,2.5315,NOM,intermediaire
reluire,2.7700,0.3400,7.9429,3.4425,2.5315,VER,intermediaire
évanoui,2.7700,0.3400,7.9429,3.4425,2.5315,ADJ,intermediaire
mélancolie,20.6800,2.6000,7.9272,4.3156,3.4150,NOM,debutant
assoupir,3.2400,0.4000,7.9268,3.5105,2.6021,VER,intermediaire
filiation,1.8900,0.2300,7.9167,3.2765,2.3617,NOM,intermediaire
affût,10.8100,1.3600,7.8978,4.0338,3.1335,NOM,debutant
acquiescer,1.4900,0.1800,7.8947,3.1732,2.2553,VER,intermediaire
anticommuniste,1.4900,0.1800,7.8947,3.1732,2.2553,"ADJ, NOM",intermediaire
déboucher,6.2200,0.7800,7.8861,3.7938,2.8921,VER,intermediaire
mégot,9.5300,1.2000,7.8843,3.9791,3.0792,NOM,debutant
rudesse,3.3800,0.4200,7.8837,3.5289,2.6232,NOM,intermediaire
sillage,10.0700,1.2700,7.8750,4.0030,3.1038,NOM,debutant
étuve,3.4500,0.4300,7.8636,3.5378,2.6335,NOM,intermediaire
surgir,17.8400,2.2600,7.8634,4.2514,3.3541,VER,debutant
simplicité,21.6900,2.7500,7.8623,4.3363,3.4393,NOM,debutant
anicroche,0.5400,0.0600,7.8571,2.7324,1.7782,NOM,intermediaire
caoutchouteux,0.5400,0.0600,7.8571,2.7324,1.7782,ADJ,intermediaire
cibiche,0.5400,0.0600,7.8571,2.7324,1.7782,NOM,intermediaire
décocher,0.5400,0.0600,7.8571,2.7324,1.7782,VER,intermediaire
déconcerter,0.5400,0.0600,7.8571,2.7324,1.7782,VER,intermediaire
exhorter,0.5400,0.0600,7.8571,2.7324,1.7782,VER,intermediaire
expliciter,0.5400,0.0600,7.8571,2.7324,1.7782,VER,intermediaire
gavage,0.5400,0.0600,7.8571,2.7324,1.7782,NOM,intermediaire
griffé,0.5400,0.0600,7.8571,2.7324,1.7782,ADJ,intermediaire
hâbleur,0.5400,0.0600,7.8571,2.7324,1.7782,"ADJ, NOM",intermediaire
malséant,0.5400,0.0600,7.8571,2.7324,1.7782,ADJ,intermediaire
moulure,0.5400,0.0600,7.8571,2.7324,1.7782,NOM,intermediaire
péteuse,0.5400,0.0600,7.8571,2.7324,1.7782,NOM,intermediaire
résorber,0.5400,0.0600,7.8571,2.7324,1.7782,VER,intermediaire
scapulaire,0.5400,0.0600,7.8571,2.7324,1.7782,"ADJ, NOM",intermediaire
tocante,0.5400,0.0600,7.8571,2.7324,1.7782,NOM,intermediaire
tremblotant,0.5400,0.0600,7.8571,2.7324,1.7782,ADJ,intermediaire
exaspération,4.3900,0.5500,7.8571,3.6425,2.7404,NOM,intermediaire
cradingue,1.0100,0.1200,7.8462,3.0043,2.0792,ADJ,intermediaire
loche,1.0100,0.1200,7.8462,3.0043,2.0792,NOM,intermediaire
centrifuge,2.0300,0.2500,7.8462,3.3075,2.3979,ADJ,intermediaire
ferrer,2.0300,0.2500,7.8462,3.3075,2.3979,VER,intermediaire
prostré,2.0300,0.2500,7.8462,3.3075,2.3979,ADJ,intermediaire
horizon,61.0800,7.8000,7.8220,4.7859,3.8921,NOM,debutant
quiétude,5.0700,0.6400,7.8154,3.7050,2.8062,NOM,intermediaire
facilité,11.5500,1.4700,7.8108,4.0626,3.1673,NOM,debutant
vergogne,4.0500,0.5100,7.8077,3.6075,2.7076,NOM,intermediaire
rabougri,1.5500,0.1900,7.8000,3.1903,2.2788,ADJ,intermediaire
voilé,1.5500,0.1900,7.8000,3.1903,2.2788,ADJ,intermediaire
blottir,2.6400,0.3300,7.7941,3.4216,2.5185,VER,intermediaire
frénétique,4.1200,0.5200,7.7925,3.6149,2.7160,ADJ,intermediaire
baquet,3.6500,0.4600,7.7872,3.5623,2.6628,NOM,intermediaire
acerbe,1.0800,0.1300,7.7857,3.0334,2.1139,ADJ,intermediaire
butane,1.0800,0.1300,7.7857,3.0334,2.1139,NOM,intermediaire
hibiscus,1.0800,0.1300,7.7857,3.0334,2.1139,NOM,intermediaire
ineffaçable,1.0800,0.1300,7.7857,3.0334,2.1139,ADJ,intermediaire
lorgnette,1.0800,0.1300,7.7857,3.0334,2.1139,NOM,intermediaire
météorologie,1.0800,0.1300,7.7857,3.0334,2.1139,NOM,intermediaire
neutralisation,1.0800,0.1300,7.7857,3.0334,2.1139,NOM,intermediaire
étranglé,1.0800,0.1300,7.7857,3.0334,2.1139,ADJ,intermediaire
poussiéreux,8.7800,1.1200,7.7788,3.9435,3.0492,ADJ,debutant
lustre,7.3000,0.9300,7.7766,3.8633,2.9685,NOM,intermediaire
pupitre,5.7400,0.7300,7.7703,3.7589,2.8633,NOM,intermediaire
miauler,1.6200,0.2000,7.7619,3.2095,2.3010,VER,intermediaire
aneth,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
brodequin,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
calendes,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
croûter,0.6100,0.0700,7.7500,2.7853,1.8451,VER,intermediaire
divergent,0.6100,0.0700,7.7500,2.7853,1.8451,ADJ,intermediaire
dunette,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
dénomination,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
désaveu,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
existentialisme,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
fourreur,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
frétillant,0.6100,0.0700,7.7500,2.7853,1.8451,ADJ,intermediaire
prépondérance,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
raviser,0.6100,0.0700,7.7500,2.7853,1.8451,VER,intermediaire
roquefort,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
stoïcisme,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
stylet,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
vaisselier,0.6100,0.0700,7.7500,2.7853,1.8451,NOM,intermediaire
digue,7.9700,1.0200,7.7476,3.9015,3.0086,NOM,debutant
déclic,7.5000,0.9600,7.7423,3.8751,2.9823,NOM,intermediaire
carat,1.1500,0.1400,7.7333,3.0607,2.1461,NOM,intermediaire
modiste,1.1500,0.1400,7.7333,3.0607,2.1461,NOM,intermediaire
mouillage,1.1500,0.1400,7.7333,3.0607,2.1461,NOM,intermediaire
bréviaire,1.6900,0.2100,7.7273,3.2279,2.3222,NOM,intermediaire
saccadé,1.6900,0.2100,7.7273,3.2279,2.3222,ADJ,intermediaire
sarabande,1.6900,0.2100,7.7273,3.2279,2.3222,NOM,intermediaire
strass,1.6900,0.2100,7.7273,3.2279,2.3222,NOM,intermediaire
bistrot,21.6900,2.8000,7.7224,4.3363,3.4472,NOM,debutant
giclée,2.7700,0.3500,7.7222,3.4425,2.5441,NOM,intermediaire
juron,3.3100,0.4200,7.7209,3.5198,2.6232,NOM,intermediaire
botté,1.7600,0.2200,7.6957,3.2455,2.3424,"ADJ, NOM",intermediaire
arrondissement,7.3000,0.9400,7.6947,3.8633,2.9731,NOM,intermediaire
clerc,5.6800,0.7300,7.6892,3.7543,2.8633,NOM,intermediaire
grisbi,1.2200,0.1500,7.6875,3.0864,2.1761,NOM,intermediaire
